"","Q1","Q2","Q3","Q4","Q5","Province"
"1440","1","Liberal","Standstill","2","Liberal","Alberta"
"1441","1","Conservative","Standstill","2","Conservative","Ontario"
"1442","1","Conservative","Right","5","Conservative","Ontario"
"1443","1","Liberal","Right","5","Liberal","Quebec"
"1444","1","Conservative","Standstill","4","Conservative","British Columbia"
"1445","1","Conservative","Right","1","Liberal","Saskatchewan"
"1446","1","Liberal","Right","1","Liberal","Ontario"
"1447","1","Liberal","Wrong","4","Conservative","Ontario"
"1448","1","Conservative","Wrong","2","Conservative","Nova Scotia"
"1449","1","Liberal","Right","3","Conservative","Ontario"
"1450","1","Liberal","Wrong","5","Liberal","Alberta"
"1451","1","Conservative","Wrong","5","Liberal","Quebec"
"1452","1","BlocQbc","Standstill","4","BlocQbc","Ontario"
"1453","1","Liberal","Right","3","Liberal","Ontario"
"1454","1","Green","Standstill","2","Conservative","Quebec"
"1455","1","Liberal","Wrong","4","Conservative","British Columbia"
"1456","1","Liberal","Right","3","Conservative","Alberta"
"1457","1","Liberal","Right","3","Liberal","Ontario"
"1458","0",NA,"Wrong","4",NA,"Ontario"
"1459","1","Conservative","Wrong","3","Conservative","Ontario"
"1460","1","PreferNot","Wrong","2","Liberal","Quebec"
"1461","1","Liberal","Right","2","Liberal","Ontario"
"1462","1","Liberal","Wrong","2","Conservative","Ontario"
"1463","1","Liberal","Wrong","4","Liberal","Ontario"
"1464","1","BlocQbc","Standstill","2","Conservative","British Columbia"
"1465","1","Green","Right","5","Conservative","Ontario"
"1466","1","Conservative","Right","4","Liberal","Ontario"
"1467","1","Conservative","Wrong","1","Conservative","Quebec"
"1468","1","Liberal","Right","2","Conservative","Ontario"
"1469","1","Liberal","Wrong","3","BlocQbc","Manitoba"
"1470","1","BlocQbc","Wrong","1","Conservative","Ontario"
"1471","1","Conservative","Unsure","4","Conservative","Quebec"
"1472","1","Liberal","Standstill","5","BlocQbc","Manitoba"
"1473","1","BlocQbc","Standstill","2","Liberal","Ontario"
"1474","1","Liberal","Right","2","Liberal","Ontario"
"1475","1","Conservative","Right","4","ndp","Ontario"
"1476","1","Liberal","Wrong","2","ndp","Manitoba"
"1477","1","Liberal","Right","1","Liberal","Ontario"
"1478","1","Conservative","Right","5","Conservative","Newfoundland and Labrador"
"1479","1","Liberal","Wrong","3","Conservative","British Columbia"
"1480","1","Liberal","Standstill","2","BlocQbc","British Columbia"
"1481","1","Conservative","Standstill","3","Liberal","Ontario"
"1482","1","BlocQbc","Standstill","3","BlocQbc","Alberta"
"1483","1","BlocQbc","Right","2","BlocQbc","Nova Scotia"
"1484","1","Liberal","Wrong","4","Conservative","New Brunswick"
"1485","1","Liberal","Standstill","5","Conservative","British Columbia"
"1486","1","Liberal","Standstill","1","Liberal","Ontario"
"1487","1","Liberal","Right","5","BlocQbc","Ontario"
"1488","1","Conservative","Unsure","2","Conservative","Ontario"
"1489","1","Conservative","Wrong","1","Liberal","British Columbia"
"1490","1","Liberal","Standstill","4","Liberal","Quebec"
"1491","1","Liberal","Unsure","4","BlocQbc","Prince Edward Island"
"1492","1","Liberal","Wrong","3","Liberal","Ontario"
"1493","1","Liberal","Right","3","Conservative","Ontario"
"1494","1","ndp","Standstill","4","ndp","British Columbia"
"1495","1","ndp","Right","2","Liberal","Ontario"
"1496","1","Liberal","Right","2","Green","Ontario"
"1497","1","BlocQbc","Standstill","1","BlocQbc","Ontario"
"1498","1","Conservative","Right","3","Green","Quebec"
"1499","1","Conservative","Wrong","5","BlocQbc","Ontario"
"1500","0",NA,"Unsure","2",NA,"British Columbia"
"1501","1","BlocQbc","Right","4","Liberal","Ontario"
"1502","0",NA,"Standstill","5",NA,"Newfoundland and Labrador"
"1503","1","BlocQbc","Right","1","Conservative","Manitoba"
"1504","1","Liberal","Right","5","Conservative","Quebec"
"1505","1","PreferNot","Standstill","2","Liberal","Alberta"
"1506","1","BlocQbc","Right","4","Green","British Columbia"
"1507","1","Liberal","Wrong","3","Liberal","Ontario"
"1508","1","ndp","Right","4","BlocQbc","Alberta"
"1509","1","Conservative","Standstill","4","Liberal","Ontario"
"1510","1","Conservative","Wrong","4","Conservative","New Brunswick"
"1511","1","Conservative","Right","4","Green","Quebec"
"1512","1","Liberal","Right","4","Liberal","Ontario"
"1513","1","Conservative","Standstill","2","BlocQbc","New Brunswick"
"1514","1","Conservative","Standstill","4","Liberal","Quebec"
"1515","1","Conservative","Standstill","2","Liberal","British Columbia"
"1516","1","Liberal","Wrong","3","Conservative","Quebec"
"1517","1","Liberal","Unsure","2","Liberal","British Columbia"
"1518","1","ndp","Standstill","3","Conservative","British Columbia"
"1519","1","Conservative","Wrong","4","ndp","Quebec"
"1520","1","Liberal","Standstill","3","Liberal","Ontario"
"1521","1","BlocQbc","Unsure","2","Conservative","Quebec"
"1522","1","ndp","Wrong","4","Conservative","British Columbia"
"1523","1","Liberal","Wrong","1","Liberal","Ontario"
"1524","1","Liberal","Right","2","Liberal","Ontario"
"1525","1","Liberal","Right","1","Conservative","Quebec"
"1526","1","Conservative","Standstill","3","Conservative","Ontario"
"1527","1","Conservative","Right","2","Liberal","Ontario"
"1528","1","ndp","Right","5","Conservative","Alberta"
"1529","0",NA,"Standstill","1",NA,"Nova Scotia"
"1530","1","Liberal","Unsure","4","Liberal","Ontario"
"1531","1","Liberal","Standstill","4","Liberal","Ontario"
"1532","1","Conservative","Wrong","4","Liberal","British Columbia"
"1533","1","BlocQbc","Wrong","4","Conservative","Quebec"
"1534","1","Liberal","Standstill","5","Conservative","British Columbia"
"1535","1","BlocQbc","Wrong","4","Liberal","Manitoba"
"1536","1","Liberal","Wrong","2","Liberal","Ontario"
"1537","1","Liberal","Wrong","3","Green","Newfoundland and Labrador"
"1538","1","Liberal","Right","4","BlocQbc","Quebec"
"1539","1","Conservative","Right","3","Green","Ontario"
"1540","0",NA,"Standstill","5",NA,"Quebec"
"1541","0",NA,"Right","3",NA,"Ontario"
"1542","0",NA,"Wrong","1",NA,"Manitoba"
"1543","1","Liberal","Standstill","3","Liberal","Quebec"
"1544","1","Liberal","Right","5","ndp","Ontario"
"1545","1","Conservative","Wrong","1","ndp","Alberta"
"1546","1","BlocQbc","Right","4","Liberal","Ontario"
"1547","1","Liberal","Standstill","3","Liberal","British Columbia"
"1548","1","Liberal","Right","2","Conservative","Ontario"
"1549","1","Green","Wrong","5","Conservative","Ontario"
"1550","1","Liberal","Wrong","2","Liberal","Ontario"
"1551","1","BlocQbc","Right","4","ndp","Quebec"
"1552","1","BlocQbc","Standstill","3","Liberal","Ontario"
"1553","1","Liberal","Right","3","ndp","British Columbia"
"1554","1","Liberal","Wrong","3","Conservative","Ontario"
"1555","1","Liberal","Standstill","5","BlocQbc","Newfoundland and Labrador"
"1556","1","Conservative","Wrong","1","ndp","Alberta"
"1557","1","Conservative","Right","5","Liberal","New Brunswick"
"1558","0",NA,"Wrong","2",NA,"Ontario"
"1559","1","Conservative","Right","2","ndp","Alberta"
"1560","1","Liberal","Right","3","Liberal","Alberta"
"1561","0",NA,"Right","5",NA,"Alberta"
"1562","1","Liberal","Wrong","2","Liberal","Ontario"
"1563","1","Conservative","Wrong","2","Conservative","Ontario"
"1564","1","Green","Right","4","Liberal","Quebec"
"1565","1","Conservative","Wrong","4","Conservative","Alberta"
"1566","0",NA,"Standstill","2",NA,"Quebec"
"1567","0",NA,"Right","5",NA,"Ontario"
"1568","0",NA,"Unsure","4",NA,"Ontario"
"1569","0",NA,"Standstill","2",NA,"British Columbia"
"1570","1","Conservative","Unsure","2","Conservative","Quebec"
"1571","1","Liberal","Unsure","3","Liberal","Quebec"
"1572","1","ndp","Right","1","Conservative","Ontario"
"1573","1","Conservative","Wrong","1","Conservative","Ontario"
"1574","1","BlocQbc","Right","4","Liberal","British Columbia"
"1575","1","BlocQbc","Right","3","Conservative","Ontario"
"1576","1","Conservative","Right","4","Liberal","Ontario"
"1577","1","Conservative","Right","1","Conservative","Ontario"
"1578","1","Conservative","Right","3","ndp","Ontario"
"1579","1","Conservative","Right","4","Conservative","Quebec"
"1580","1","Liberal","Right","5","Liberal","Ontario"
"1581","1","Conservative","Standstill","5","Conservative","Ontario"
"1582","0",NA,"Right","5",NA,"Ontario"
"1583","1","BlocQbc","Standstill","2","Conservative","Quebec"
"1584","1","Conservative","Standstill","4","Conservative","Ontario"
"1585","1","Liberal","Right","2","Liberal","Ontario"
"1586","1","Liberal","Standstill","2","Liberal","British Columbia"
"1587","1","Liberal","Wrong","3","Liberal","Manitoba"
"1588","1","Liberal","Standstill","3","Conservative","Ontario"
"1589","1","Liberal","Wrong","2","Conservative","Quebec"
"1590","1","ndp","Standstill","4","Liberal","Ontario"
"1591","0",NA,"Wrong","2",NA,"British Columbia"
"1592","1","Liberal","Right","4","Liberal","Ontario"
"1593","1","ndp","Right","3","Liberal","Nova Scotia"
"1594","1","Liberal","Wrong","4","Conservative","Quebec"
"1595","1","Conservative","Wrong","5","ndp","Ontario"
"1596","1","BlocQbc","Right","1","Conservative","Newfoundland and Labrador"
"1597","1","Liberal","Wrong","3","Liberal","British Columbia"
"1598","1","Liberal","Right","4","Liberal","Ontario"
"1599","0",NA,"Wrong","1",NA,"New Brunswick"
"1600","1","Conservative","Standstill","2","BlocQbc","Quebec"
"1601","1","Liberal","Standstill","5","Liberal","Ontario"
"1602","1","Green","Standstill","5","Green","Quebec"
"1603","1","ndp","Wrong","5","Liberal","Ontario"
"1604","1","BlocQbc","Wrong","2","Liberal","Quebec"
"1605","1","BlocQbc","Wrong","2","BlocQbc","Ontario"
"1606","1","Green","Right","4","Liberal","Ontario"
"1607","1","Liberal","Unsure","1","Conservative","British Columbia"
"1608","1","ndp","Right","2","Liberal","Quebec"
"1609","1","Liberal","Unsure","2","ndp","Alberta"
"1610","1","BlocQbc","Standstill","4","Conservative","Alberta"
"1611","0",NA,"Right","3",NA,"British Columbia"
"1612","1","Liberal","Wrong","2","Liberal","New Brunswick"
"1613","1","BlocQbc","Right","5","BlocQbc","Ontario"
"1614","1","Liberal","Right","4","Conservative","Quebec"
"1615","1","Liberal","Right","1","Conservative","Manitoba"
"1616","1","Conservative","Standstill","5","Conservative","Quebec"
"1617","1","Conservative","Wrong","3","Liberal","Quebec"
"1618","1","BlocQbc","Standstill","2","Liberal","Quebec"
"1619","1","Conservative","Wrong","5","BlocQbc","British Columbia"
"1620","1","Liberal","Wrong","3","Conservative","British Columbia"
"1621","1","Liberal","Wrong","3","Liberal","British Columbia"
"1622","1","Liberal","Right","3","Liberal","Ontario"
"1623","0",NA,"Right","2",NA,"Ontario"
"1624","1","ndp","Right","4","Other","Ontario"
"1625","0",NA,"Wrong","3",NA,"Quebec"
"1626","1","BlocQbc","Right","5","Conservative","Ontario"
"1627","1","Liberal","Right","4","Conservative","Quebec"
"1628","1","Liberal","Right","4","Conservative","Quebec"
"1629","1","Conservative","Wrong","2","Conservative","Alberta"
"1630","0",NA,"Wrong","5",NA,"Manitoba"
"1631","1","ndp","Wrong","5","Liberal","Quebec"
"1632","1","Conservative","Unsure","2","Liberal","Quebec"
"1633","1","PreferNot","Standstill","3","Liberal","Ontario"
"1634","1","BlocQbc","Standstill","1","ndp","Ontario"
"1635","1","Conservative","Standstill","4","Conservative","British Columbia"
"1636","1","Conservative","Wrong","5","Conservative","Ontario"
"1637","1","Liberal","Wrong","4","Conservative","Quebec"
"1638","1","Liberal","Standstill","2","Conservative","Ontario"
"1639","1","Liberal","Unsure","4","Liberal","Quebec"
"1640","1","Liberal","Unsure","5","Conservative","Ontario"
"1641","1","Liberal","Standstill","4","Liberal","Ontario"
"1642","1","BlocQbc","Standstill","4","Conservative","Alberta"
"1643","1","Liberal","Unsure","2","Liberal","Ontario"
"1644","1","ndp","Wrong","3","Green","Saskatchewan"
"1645","1","Liberal","Right","5","Liberal","Ontario"
"1646","0",NA,"Right","3",NA,"Ontario"
"1647","1","Conservative","Right","2","Liberal","Ontario"
"1648","1","Liberal","Standstill","1","Conservative","Alberta"
"1649","1","Liberal","Standstill","1","Liberal","British Columbia"
"1650","0",NA,"Wrong","1",NA,"Quebec"
"1651","1","Liberal","Standstill","2","Liberal","New Brunswick"
"1652","1","Liberal","Unsure","3","Liberal","Alberta"
"1653","1","Liberal","Standstill","3","BlocQbc","Quebec"
"1654","1","ndp","Wrong","4","Liberal","Ontario"
"1655","1","Liberal","Right","5","Liberal","Ontario"
"1656","1","Liberal","Wrong","4","Conservative","Ontario"
"1657","1","BlocQbc","Standstill","1","ndp","Ontario"
"1658","1","Conservative","Standstill","5","BlocQbc","Ontario"
"1659","1","Liberal","Wrong","3","Conservative","British Columbia"
"1660","1","Conservative","Wrong","1","Conservative","Nova Scotia"
"1661","1","Liberal","Right","3","Liberal","Ontario"
"1662","1","Liberal","Standstill","4","Liberal","Alberta"
"1663","1","Liberal","Standstill","2","Liberal","Alberta"
"1664","1","Liberal","Right","3","Liberal","Nova Scotia"
"1665","1","BlocQbc","Wrong","4","ndp","Ontario"
"1666","1","Liberal","Wrong","4","ndp","Quebec"
"1667","1","Conservative","Wrong","2","Liberal","Ontario"
"1668","1","Conservative","Right","2","BlocQbc","British Columbia"
"1669","1","Liberal","Wrong","5","BlocQbc","Ontario"
"1670","1","BlocQbc","Right","4","Conservative","Nova Scotia"
"1671","1","Liberal","Right","2","Liberal","Ontario"
"1672","1","Conservative","Unsure","5","BlocQbc","Ontario"
"1673","1","Conservative","Wrong","5","Liberal","Quebec"
"1674","1","Liberal","Right","2","BlocQbc","Alberta"
"1675","1","Conservative","Right","4","ndp","Ontario"
"1676","1","ndp","Right","2","Liberal","Alberta"
"1677","0",NA,"Right","5",NA,"Ontario"
"1678","1","Conservative","Right","5","Liberal","Ontario"
"1679","1","Liberal","Right","4","Conservative","Ontario"
"1680","1","ndp","Standstill","5","BlocQbc","Ontario"
"1681","1","Liberal","Standstill","2","Conservative","Ontario"
"1682","1","Conservative","Wrong","1","Conservative","Quebec"
"1683","0",NA,"Wrong","4",NA,"Ontario"
"1684","1","Conservative","Right","3","Conservative","British Columbia"
"1685","1","Liberal","Unsure","1","BlocQbc","Alberta"
"1686","1","Conservative","Wrong","5","Conservative","Quebec"
"1687","1","Liberal","Standstill","4","Liberal","Ontario"
"1688","1","Liberal","Right","1","BlocQbc","Manitoba"
"1689","1","Liberal","Unsure","2","Conservative","Nunavut"
"1690","1","Liberal","Standstill","1","Conservative","Alberta"
"1691","1","Liberal","Standstill","1","Conservative","Ontario"
"1692","1","BlocQbc","Right","2","Conservative","Alberta"
"1693","1","BlocQbc","Right","4","Conservative","Ontario"
"1694","1","Liberal","Standstill","1","Liberal","British Columbia"
"1695","1","Conservative","Wrong","5","Liberal","Alberta"
"1696","1","Liberal","Unsure","4","Conservative","British Columbia"
"1697","1","Liberal","Standstill","2","Conservative","Ontario"
"1698","1","Conservative","Wrong","5","Liberal","New Brunswick"
"1699","1","ndp","Right","3","BlocQbc","Ontario"
"1700","1","Conservative","Right","4","Liberal","Quebec"
"1701","1","Conservative","Wrong","2","Liberal","Saskatchewan"
"1702","1","Liberal","Standstill","2","Conservative","Alberta"
"1703","1","ndp","Right","5","Conservative","Quebec"
"1704","1","Conservative","Right","4","Conservative","Quebec"
"1705","1","BlocQbc","Right","3","ndp","Alberta"
"1706","1","Liberal","Right","3","ndp","Quebec"
"1707","1","Conservative","Right","2","Liberal","British Columbia"
"1708","1","Liberal","Standstill","2","ndp","Ontario"
"1709","1","Liberal","Right","2","Liberal","Quebec"
"1710","1","Conservative","Standstill","2","Liberal","Ontario"
"1711","1","Liberal","Right","4","Conservative","Ontario"
"1712","1","Liberal","Standstill","3","Liberal","Quebec"
"1713","1","PreferNot","Standstill","5","Liberal","Quebec"
"1714","1","Conservative","Unsure","5","Liberal","British Columbia"
"1715","1","Liberal","Right","3","Conservative","Ontario"
"1716","1","Liberal","Wrong","3","Conservative","British Columbia"
"1717","1","BlocQbc","Unsure","5","Conservative","British Columbia"
"1718","1","ndp","Right","2","Liberal","Quebec"
"1719","1","Liberal","Wrong","5","Liberal","Quebec"
"1720","1","Conservative","Wrong","5","Conservative","New Brunswick"
"1721","1","Conservative","Wrong","2","Liberal","Quebec"
"1722","1","Liberal","Right","4","BlocQbc","Alberta"
"1723","1","Conservative","Wrong","4","Conservative","British Columbia"
"1724","1","Liberal","Wrong","1","Conservative","Quebec"
"1725","1","Conservative","Wrong","3","ndp","Quebec"
"1726","1","BlocQbc","Wrong","2","Liberal","Ontario"
"1727","1","Liberal","Standstill","4","Liberal","Ontario"
"1728","1","BlocQbc","Right","1","BlocQbc","Ontario"
"1729","0",NA,"Standstill","3",NA,"New Brunswick"
"1730","1","BlocQbc","Unsure","4","Liberal","Quebec"
"1731","1","Liberal","Right","1","Liberal","British Columbia"
"1732","1","BlocQbc","Standstill","1","Liberal","Quebec"
"1733","1","Liberal","Right","1","Liberal","Manitoba"
"1734","1","Liberal","Right","5","BlocQbc","Quebec"
"1735","1","Liberal","Right","4","Liberal","Quebec"
"1736","1","Liberal","Standstill","1","Liberal","British Columbia"
"1737","1","BlocQbc","Right","4","Green","British Columbia"
"1738","1","Conservative","Wrong","3","Liberal","Quebec"
"1739","0",NA,"Unsure","4",NA,"Quebec"
"1740","1","Conservative","Right","3","Liberal","Quebec"
